year,make,model,trim,type,damage,price,odometer,lot,vin,date,location,state,source,auction,url
2021,Mercedes-Benz,Gle-Class,350 4Matic,Ct,Minor Dent/Scratches,0,103414 mi,48335096,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2021,Jeep,Grand Cher,L Laredo,Ct,Minor Dent/Scratches,0,115511 mi,48226516,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2013,Audi,Q5,Premium Plus,Ct,Minor Dent/Scratches,0,170070 mi,48347246,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2022,Audi,Q7,Premium Plus,Ct,Minor Dent/Scratches,0,123762 mi,48226436,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2015,Subaru,Impreza,Sport,Ct,Front End,0,180788 mi,48221386,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2014,Gmc,Sierra,K1500 Slt,Ct,Rear End,0,164550 mi,48102946,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2016,Hyundai,Elantra,Base,Ct,Front End,0,131688 mi,48221426,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2013,Ford,Escape,Se,Ct,Minor Dent/Scratches,0,187576 mi,48146326,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2016,Cadillac,Srx,Luxury Collection,Ct,Minor Dent/Scratches,0,153180 mi,48221486,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2015,Hyundai,Santa Fe,2.4L,Ct,Mechanical,0,177585 mi,48145976,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2016,Toyota,4Runner,Sr5 Premium,Ct,Minor Dent/Scratches,0,148265 mi,48226366,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2018,Toyota,Camry,Se,Ct,Minor Dent/Scratches,0,235639 mi,48101646,,2026-04-06,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2016,Kia,Forte,Lx,Ct,Front End,0,167260 mi,48090716,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2017,Toyota,Camry,Se,Ct,Rear End,0,164200 mi,48101846,,2026-04-16,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2015,Honda,All Models,Ex,Ct,Front End,0,293009 mi,48102206,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2018,Chevrolet,Equinox,Ls,Ct,Minor Dent/Scratches,0,223793 mi,48101136,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2020,Kia,Sorento,Lx,Ct,Front End,0,93272 mi,48100986,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2019,Nissan,Sentra,Sv,Ct,Side,0,149636 mi,48089676,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2013,Audi,Q5,Premium Plus,Ct,Minor Dent/Scratches,0,215988 mi,48044396,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2019,Audi,Q7,Prestige,St,Front End,0,51088 mi,47899186,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2019,Toyota,Highlander,Se,Ct,Minor Dent/Scratches,0,103613 mi,47772596,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2017,Bmw,X3,Sdrive28I,Ct,Minor Dent/Scratches,0,142646 mi,47771126,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2020,Jeep,Cherokee,Trailhawk,Ct,Minor Dent/Scratches,0,134005 mi,47770856,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2013,Nissan,Pathfinder,S,Ct,Minor Dent/Scratches,0,141068 mi,47767686,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2012,Ford,Transit,Xl,Ct,Minor Dent/Scratches,0,85240 mi,47767266,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2016,Chev,Equinox,,Ct,Front End,0,95898 mi,47766946,,2026-04-14,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2016,Nissan,Rogue,S,Ct,Minor Dent/Scratches,0,155891 mi,47709016,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2018,Ford,Fusion,Se,Ct,Front End,0,121464 mi,47708816,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2016,Jeep,Compass,Latitude,Ct,Minor Dent/Scratches,0,136822 mi,47697856,,2026-04-06,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2019,Jaguar,F-Pace,,Ct,Minor Dent/Scratches,0,60779 mi,47728746,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2017,Nissan,Altima,2.5 S,Ct,Front End,0,159729 mi,47708706,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2021,Mercedes-Benz,Gle-Class,Amg 53 4Matic,Ct,Front End,0,87730 mi,47691976,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2017,Ford,Fusion,Se,St,Rear End,0,92302 mi,47573536,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2012,Kia,Optima,Lx,Ct,Minor Dent/Scratches,0,148095 mi,47558396,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2017,Mercedes-Benz,Gle-Class,43 Amg,Ct,Minor Dent/Scratches,0,125042 mi,47663296,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2013,Toyota,Prius,Five,St,Side,0,146133 mi,47507826,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2018,Nissan,Rogue,Sv,St,Front End,0,92826 mi,47240976,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2015,Infiniti,Q50,Base,St,All Over,0,0 mi,47348336,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2016,Gmc,Yukon,Denali,Ct,Minor Dent/Scratches,0,205771 mi,47094796,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2018,Hyundai,Elantra,Value Edition,St,Front End,0,160291 mi,47005836,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2014,Toyota,Tacoma,Base,Ct,Rear End,0,236031 mi,46925556,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2021,Kia,Seltos,Sx Turbo,Ct,Minor Dent/Scratches,0,125541 mi,46925866,,2026-04-13,*Ncs - Eastern Region,CT,Rebrowser-Copart,COPART,
2012,Honda,Civic,Exl,St,Rear End,0,217476 mi,46886416,,2026-04-09,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2012,Toyota,Camry,Xle,St,Front End,0,129205 mi,46661816,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2014,Honda,Accord,Exl,St,Front End,0,158433 mi,45581326,,2026-04-16,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2016,Hyundai,Sonata,Se,St,Rear End,0,122069 mi,41730796,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2018,Mercedes-Benz,Gle-Class,350 4Matic,St,Front End,0,107732 mi,41666116,,2026-04-02,Ct - Hartford Springfield,CT,Rebrowser-Copart,COPART,
2019,Niss,Nv,,Ct,Front End,0,116669 mi,79740885,,2026-04-13,Medium Duty Clean Title Sale,FL,Rebrowser-Copart,COPART,
2018,Gmc,Sierra,C1500 Slt,Ct,Rear End,0,158412 mi,78351095,,2026-04-02,Wholesale Auction,FL,Rebrowser-Copart,COPART,
2020,Isuzu,All Models,,Cd,All Over,0,0 mi,48109506,,2026-04-15,Medium Duty Specialty Sale,FL,Rebrowser-Copart,COPART,
2026,Toyota,Corolla,Le,Ct,Rear End,0,1634 mi,47882306,,2026-04-13,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2026,Nissan,Rogue,Sl,Ct,Front End,0,0 mi,47881736,,2026-04-13,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2015,Nissan,Leaf,S,Ct,Minor Dent/Scratches,0,30526 mi,48020206,,2026-04-03,Fl - Punta Gorda,FL,Rebrowser-Copart,COPART,
2024,Nissan,Rogue,Sv,Ct,Rear End,0,46200 mi,47880536,,2026-04-08,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2026,Buick,All Other,Preferred,Ct,Front End,0,4219 mi,47706026,,2026-04-13,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2025,Chevrolet,Trax,1Lt,Cd,Front End,0,29715 mi,47605346,,2026-04-13,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2025,Chrysler,Pacifica,Select,Ct,Front End,0,20768 mi,47821676,,2026-04-06,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2025,Audi,Q3,Premium S Line 45,Ct,Side,0,25440 mi,47709006,,2026-04-08,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2026,Mercedes Benz,Sprinter,2500,Ct,Front End,0,5597 mi,47606776,,2026-04-13,*Ncs - Central Region,FL,Rebrowser-Copart,COPART,
2024,Chrysler,Pacifica,Touring L,Ct,Side,0,41161 mi,47608176,,2026-04-01,Rental Vehicle Sale,FL,Rebrowser-Copart,COPART,
2016,Maserati,All Models,,Ct,Minor Dent/Scratches,0,65948 mi,46899596,,2026-04-17,Fl - Punta Gorda,FL,Rebrowser-Copart,COPART,
2015,Ford,F-150,Supercrew,St,Front End,0,94811 mi,96684585,,2026-04-02,Ky - Earlington,KY,Rebrowser-Copart,COPART,
2021,Toyota,4Runner,Trd Off-Road Premium,Ct,Front End,0,0 mi,79208475,,2026-04-02,Wholesale Auction,KY,Rebrowser-Copart,COPART,
2013,Nissan,Altima,2.5,St,Front End,0,184672 mi,78092005,,2026-04-02,Ky - Earlington,KY,Rebrowser-Copart,COPART,
2013,Cadillac,Cts,,Rs,Front End,0,71402 mi,75648355,,,Ky - Earlington,KY,Rebrowser-Copart,COPART,
2015,Lincoln,Navigator,,St,Side,0,145723 mi,74431555,,2026-04-02,Ky - Earlington,KY,Rebrowser-Copart,COPART,
2023,Mazda,Cx-5 Prefe,Preferred,Bs,Front End,0,73822 mi,73981415,,2026-04-02,Ky - Earlington,KY,Rebrowser-Copart,COPART,
2025,Chevrolet,Suburban,K1500 Lt,Sm,Rollover,0,52519 mi,99254935,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2020,Ford,Edge,Se,Sm,Front End,0,38470 mi,79402865,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2020,Ford,Explorer,Xlt,Sm,Front End,0,64782 mi,77609895,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2019,Jeep,Grand Cher,Laredo,Sm,Side,0,62397 mi,78294865,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2018,Chevrolet,Equinox,Lt,Us,Side,0,0 mi,76228305,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2023,Nissan,Rogue,Sv,Sm,Front End,0,42442 mi,74553035,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2023,Subaru,Impreza,,Pl,Top/Roof,0,67387 mi,73875035,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2016,Scion,Scion,Base,Sc,Front End,0,161839 mi,74044735,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2025,Nissan,Rogue,Platinum,Sm,Front End,0,16672 mi,74969485,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2019,Ford,Escape,Se,Sm,Front End,0,79070 mi,74839755,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2020,Hyundai,Sonata,,Sm,Front End,0,55761 mi,73160545,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2015,Volvo,V60,Premier,Sm,Side,0,71309 mi,47435146,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2014,Kia,Soul,+,Sm,Front End,0,151355 mi,46879656,,2026-04-13,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2014,Toyota,Camry,Xle,Sm,All Over,0,210444 mi,47180836,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2020,Chevrolet,Equinox,Lt,Sm,Front End,0,29969 mi,46872086,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2016,Jeep,Cherokee,Limited,Sc,Minor Dent/Scratches,0,125533 mi,46739916,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2013,Subaru,Wrx,,Sm,Side,0,104882 mi,46832026,,2026-04-13,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2022,Ford,Explorer,Xlt,Sm,Side,0,23685 mi,46175096,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2017,Nissan,Rogue,S,Ct,Rear End,0,160309 mi,46405476,,2026-04-13,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2014,Buick,Lacrosse,,Sm,Front End,0,153277 mi,41892656,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2018,Hyundai,Santa Fe,2.4L,Sm,Front End,0,113335 mi,45755006,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2020,Kia,Optima,Lx,Sm,Mechanical,0,79637 mi,41604326,,2026-04-06,Ny - Buffalo,NY,Rebrowser-Copart,COPART,
2015,Nissan,Altima,2.5,Nt,Undercarriage,0,129605 mi,99262565,,2026-04-02,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Mazda,Cx-5 Selec,Select,S1,Front End,0,19114 mi,95701625,,,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2013,Ford,Escape,Titanium,Ct,Side,0,76099 mi,78354435,,2026-04-07,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2022,Jeep,Cherokee,Limited,Ct,Side,0,48321 mi,77345725,,2026-04-09,Wholesale Auction,MD,Rebrowser-Copart,COPART,
2015,Jeep,Patriot,Sport,Ct,Side,0,151568 mi,47795016,,2026-04-14,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2012,Volkswagen,Eos,Lux,Sh,Minor Dent/Scratches,0,136176 mi,47748236,,2026-04-14,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Honda,Pilot,Exln,Ct,Mechanical,0,317192 mi,47594526,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2015,Mercedes-Benz,S-Class,550 4Matic,Sb,Front End,0,206031 mi,47430116,,2026-04-02,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Kia,Soul,+,Ct,Minor Dent/Scratches,0,178003 mi,47410306,,2026-04-02,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2020,Ford,Fusion,Se,Ct,Front End,0,93747 mi,47405556,,2026-04-07,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2021,Nissan,Rogue,S,Ct,Front End,0,140882 mi,47338586,,2026-04-01,Rental Vehicle Sale,MD,Rebrowser-Copart,COPART,
2012,Toyota,Camry,Se Sport Limited Edition,Ct,Side,0,166741 mi,47230196,,2026-04-02,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2014,Chevrolet,Malibu,Ls,Ct,Side,0,166905 mi,47138136,,2026-04-14,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2013,Bmw,3 Series,Xi,Sb,Minor Dent/Scratches,0,141090 mi,47111356,,2026-04-07,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2015,Honda,Fit,Ex,Ct,Front End,0,138539 mi,46493336,,2026-04-09,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Audi,Q7,Premium Plus,Ct,Mechanical,0,256827 mi,46434796,,2026-04-14,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2023,Ford,Edge,Sel,Ct,Front End,0,73005 mi,46151526,,2026-04-13,*Ncs - Eastern Region,MD,Rebrowser-Copart,COPART,
2013,Subaru,Impreza,Sport Limited,Ct,Front End,0,129249 mi,45622666,,2026-04-02,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2017,Toyota,Corolla,Le,Sc,Side,0,100617 mi,45621906,,2026-04-02,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2016,Ford,Transit,Xl,Ct,Front End,0,220071 mi,41987816,,2026-04-06,Medium Duty Clean Title Sale,MD,Rebrowser-Copart,COPART,
2017,Chev,Colorado,,Ct,Mechanical,0,176910 mi,41929896,,2026-04-02,Wholesale Auction,MD,Rebrowser-Copart,COPART,
2015,Nissan,Rogue,S,Ct,Front End,0,220978 mi,41669696,,2026-04-14,Md - Baltimore East,MD,Rebrowser-Copart,COPART,
2018,Hyundai,Santa Fe,,St,Front End,0,143064 mi,98932465,,2026-04-02,Al - Dothan,AL,Rebrowser-Copart,COPART,
2014,Buick,Encore,Convenience,Ct,Mechanical,0,147546 mi,76670925,,2026-04-02,Al - Dothan,AL,Rebrowser-Copart,COPART,
2016,Toyota,Rav4,Xle,Cd,Front End,0,64926 mi,64026635,,2026-04-02,Al - Dothan,AL,Rebrowser-Copart,COPART,
2022,Hyundai,Venue,Sel,Sc,Rear End,0,37246 mi,79708675,,2026-04-15,Nc - Gastonia,NC,Rebrowser-Copart,COPART,
2012,Honda,Civic,Lx,Cz,Minor Dent/Scratches,0,222246 mi,79667795,,2026-04-02,Wholesale Auction,NC,Rebrowser-Copart,COPART,
2014,Jeep,Compass,Sport,Cz,Normal Wear,0,187867 mi,79449905,,2026-04-02,Wholesale Auction,NC,Rebrowser-Copart,COPART,
2015,Infiniti,Q40,Base,Cz,Normal Wear,0,136381 mi,79022455,,2026-04-02,Wholesale Auction,NC,Rebrowser-Copart,COPART,
2013,Chevrolet,All Models,K1500 Lt,Sc,Undercarriage,0,161593 mi,77914845,,2026-04-15,Nc - Gastonia,NC,Rebrowser-Copart,COPART,
2021,Chevrolet,Malibu,Rs,Dc,Side,0,48421 mi,48018786,,2026-04-08,Nc - Gastonia,NC,Rebrowser-Copart,COPART,
2017,Subaru,Impreza,Premium,Sc,Side,0,82882 mi,46583856,,2026-04-15,Nc - Gastonia,NC,Rebrowser-Copart,COPART,
2022,Kia,K5,Gt Line,Sc,Rear End,0,0 mi,46195756,,2026-04-15,Nc - Gastonia,NC,Rebrowser-Copart,COPART,
2014,Nissan,Altima,2.5 S,Sc,Front End,0,146755 mi,45743586,,2026-04-15,Nc - Gastonia,NC,Rebrowser-Copart,COPART,
2015,Dodge,Caravan,,Cz,Side,0,109092 mi,79957865,,2026-04-02,Wholesale Auction,NC,Rebrowser-Copart,COPART,
2013,Nissan,Pathfinder,S,Cz,Mechanical,0,260212 mi,47962076,,2026-04-20,Nc - Lumberton,NC,Rebrowser-Copart,COPART,
2016,Ram,Promaster,1500 Standard,Cz,Minor Dent/Scratches,0,196258 mi,47591656,,2026-04-06,Nc - Lumberton,NC,Rebrowser-Copart,COPART,
2016,Toyota,Rav4,Xle,De,Front End,0,187845 mi,47635386,,2026-04-06,Nc - Lumberton,NC,Rebrowser-Copart,COPART,
2012,Ford,Transit C,Xlt,Cz,Minor Dent/Scratches,0,133018 mi,47633876,,2026-04-06,Medium Duty Clean Title Sale,NC,Rebrowser-Copart,COPART,
2019,Subaru,Outback,2.5I Limited,Sc,Rollover,0,52356 mi,46411055,,2026-04-06,Nc - Lumberton,NC,Rebrowser-Copart,COPART,
2014,Bmw,3 Series,D,Bs,Front End,0,162007 mi,97529795,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2014,Chevrolet,Silverado,K1500 Lt,Bs,Front End,0,74221 mi,79839805,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2015,Hyundai,Santa Fe,2.4L,Ct,Minor Dent/Scratches,0,170755 mi,79605395,,2026-04-07,Wholesale Auction,WA,Rebrowser-Copart,COPART,
2013,Bmw,7 Series,Xi,Ct,Minor Dent/Scratches,0,71531 mi,79022325,,2026-04-02,Wholesale Auction,WA,Rebrowser-Copart,COPART,
2024,Nissan,Sentra,Sv,Po,Front End,0,56050 mi,78346245,,2026-04-01,Rental Vehicle Sale,WA,Rebrowser-Copart,COPART,
2017,Infiniti,Qx60,Base,Bs,Side,0,169039 mi,78260165,,2026-04-07,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2023,Honda,Civic,Ex,Bs,Front End,0,24016 mi,77545465,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2015,Ford,Edge,Se,Bs,Front End,0,196349 mi,75979495,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2022,Toyota,Tacoma,Trd Off-Road,Bs,Front End,0,69408 mi,72595775,,2026-04-14,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2019,Hyundai,Tucson,Sel,Bs,Front End,0,83225 mi,48108896,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2018,Nissan,Rogue,Sv,Bs,Front End,0,47140 mi,47839436,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2017,Hyundai,Elantra,Se,Bs,Vandalism,0,50494 mi,46019456,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2025,Subaru,Forester,Premium,Bs,Front End,0,13778 mi,45633306,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2015,Toyota,Tacoma,V6,Bs,Front End,0,125461 mi,41844196,,2026-04-03,Wa - Spanaway,WA,Rebrowser-Copart,COPART,
2016,Honda,Crv,Ex,Sc,Side,0,122242 mi,46213616,,2026-04-07,Ut - Salt Lake City,UT,Rebrowser-Copart,COPART,
2020,Honda,Accord,Sport,Ct,Front End,0,105319 mi,47291686,,2026-04-09,Wholesale Auction,FL,Rebrowser-Copart,COPART,
2012,Jeep,Grand Cher,Overland,Ct,Front End,0,210639 mi,79248315,,,Wy - Casper,WY,Rebrowser-Copart,COPART,
2021,Toyota,All Models,,Sc,Front End,0,96543 mi,78708455,,,Wy - Casper,WY,Rebrowser-Copart,COPART,
2017,Gmc,Terrain,Sle,Ct,Side,0,56778 mi,74940595,,,Wy - Casper,WY,Rebrowser-Copart,COPART,
2012,Gmc,All Models,,St,Front End,0,145231 mi,74337645,,2026-04-08,Medium Duty Specialty Sale,WY,Rebrowser-Copart,COPART,
2018,Jeep,Grand Cher,Latitude Plus,St,Front End,0,217867 mi,98160085,,2026-04-15,Ms - Grenada,MS,Rebrowser-Copart,COPART,
2019,Ford,Fusion,Se,St,Front End,0,192285 mi,97789765,,,Ms - Grenada,MS,Rebrowser-Copart,COPART,
2025,Toyota,Corolla,Le,Ct,Front End,0,3945 mi,79189905,,2026-04-07,Wholesale Auction,MS,Rebrowser-Copart,COPART,
2015,Volkswagen,Golf,,St,Front End,0,82221 mi,93706385,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2019,Jeep,Cherokee,Trailhawk,St,Front End,0,149878 mi,91881255,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2020,Volkswagen,Passat,S,Nu,Side,0,455698 mi,79806615,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2015,Ford,Escape,Se,Nu,Front End,0,258334 mi,79833405,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2019,Volkswagen,Jetta,Sel,Ir,Burn - Engine,0,0 mi,79270345,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2014,Dodge,Grand Caravan Sxt,Sxt,St,Front End,0,165688 mi,74949305,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2020,Mitsubishi,Outlander,Se,Nu,Side,0,84072 mi,47790656,,2026-04-14,Ontario Auction,ON,Rebrowser-Copart,COPART,
2019,Toyota,Rav4,Xle,Nu,Minor Dent/Scratches,0,112267 mi,47622486,,2026-04-15,Drive Wholesale Canada,ON,Rebrowser-Copart,COPART,
2019,Buick,Encore,Preferred,Nu,Minor Dent/Scratches,0,248080 mi,46017326,,2026-04-08,Drive Wholesale Canada,ON,Rebrowser-Copart,COPART,
2017,Hyundai,Accent,Se,Nu,Minor Dent/Scratches,0,196043 mi,45647336,,2026-04-01,Drive Wholesale Canada,ON,Rebrowser-Copart,COPART,
2021,Chevrolet,Silverado,K1500 Custom,Nu,Mechanical,0,177836 mi,42065526,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2017,Nissan,Rogue,S,St,Front End,0,187152 mi,41971046,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2014,Lexus,Rx 350,Base,Nu,Front End,0,142368 mi,41964926,,2026-04-02,Ontario Auction,ON,Rebrowser-Copart,COPART,
2014,Toyota,Rav4,Xle,Nu,Minor Dent/Scratches,0,173820 mi,48351226,,2026-04-15,Drive Wholesale Canada,ON,Rebrowser-Copart,COPART,
2018,Jaguar,F-Pace,Prestige,Nu,Minor Dent/Scratches,0,120150 mi,48018216,,2026-04-15,Drive Wholesale Canada,ON,Rebrowser-Copart,COPART,
2018,Heartland Rv'S,Recreation,,Nu,Minor Dent/Scratches,0,0 mi,47748176,,2026-04-28,Ontario Auction,ON,Rebrowser-Copart,COPART,
2019,Volkswagen,Atlas,Sel,Rg,Normal Wear,0,129993 mi,47172436,,2026-04-01,Drive Wholesale Canada,NS,Rebrowser-Copart,COPART,
2019,Ram,1500,Slt,Rg,Minor Dent/Scratches,0,110760 mi,45922046,,2026-04-15,Drive Wholesale Canada,NS,Rebrowser-Copart,COPART,
2023,Hyundai,Elantra,,St,Front End,0,117035 mi,79320275,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2016,Ram,1500,St,Rg,Missing/Altered Vin,0,144739 mi,76404535,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2016,Acura,Rdx,,St,Top/Roof,0,175345 mi,75925575,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2014,Dodge,Journey,Sxt,St,Front End,0,179114 mi,47977366,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2013,Ford,Focus,Se,Ct,Minor Dent/Scratches,0,127012 mi,47866046,,,Drive Wholesale Canada,NB,Rebrowser-Copart,COPART,
2019,Niss,Rogue,S,Rg,Front End,0,112601 mi,47725486,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2015,Nissan,Pathfinder,S,Ct,Minor Dent/Scratches,0,148061 mi,47823756,,,Drive Wholesale Canada,NB,Rebrowser-Copart,COPART,
2013,Toyota,Tacoma V6,V6,Nr,Mechanical,0,275450 mi,46831296,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2022,Honda,Civic,Lx,St,Front End,0,172222 mi,46558966,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2017,Volkswagen,Golf,S,St,Front End,0,155241 mi,46105706,,,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2016,Subaru,Wrx,Sti Limited,Ct,Mechanical,0,81007 mi,45587126,,2026-04-16,Atlantic Canada Auction,NB,Rebrowser-Copart,COPART,
2019,Kenworth,All Other,,Ir,Burn,0,0 mi,81236285,,2026-04-07,Qc - Montreal,QC,Rebrowser-Copart,COPART,
